,wikidata,type,osmid
355,Q581877,node,335661929
356,Q511365,relation,935465
357,Q507709,relation,935646
358,Q514770,relation,935413
359,Q508153,relation,935466
361,Q507670,relation,935681
362,Q509452,relation,935598
363,Q514707,relation,935615
364,Q509546,relation,935406
365,Q548821,node,281607146
366,Q512002,relation,935677
367,Q515326,relation,935605
368,Q511310,relation,935478
372,Q515519,relation,935671
373,Q505936,relation,935493
374,Q509568,relation,308557
376,Q513421,relation,935534
377,Q515861,relation,935528
378,Q510135,relation,935682
379,Q527249,node,102639257
381,Q515409,relation,935608
382,Q509088,node,243914274
383,Q516308,relation,305452
384,Q511438,relation,935503
385,Q515680,relation,935556
386,Q511228,relation,935640
387,Q514805,relation,935645
388,Q511407,relation,935638
389,Q515318,relation,935475
390,Q511241,relation,935526
391,Q509476,relation,935421
392,Q511426,relation,935453
393,Q515358,relation,935469
394,Q509514,relation,935594
396,Q510310,relation,935579
397,Q511326,relation,935597
399,Q515282,node,5951290641
400,Q514756,relation,935518
402,Q510223,relation,935522
403,Q510198,relation,305453
404,Q531776,node,30147985
405,Q509501,relation,935513
406,Q507644,relation,935593
407,Q515266,relation,935437
408,Q507684,relation,300939
409,Q510364,relation,935461
410,Q509997,relation,935443
412,Q511297,relation,935441
413,Q513646,node,249100697
414,Q515505,relation,935488
415,Q515342,relation,935558
418,Q515299,relation,935596
419,Q512035,relation,935636
420,Q511253,relation,308558
421,Q509651,relation,307848
422,Q508140,relation,935400
423,Q515551,relation,935512
424,Q515969,relation,935553
425,Q515235,relation,935592
426,Q512048,relation,935630
427,Q537431,node,264622427
428,Q507656,relation,935490
429,Q515373,relation,935527
430,Q515706,relation,935510
431,Q510233,relation,935487
432,Q531376,node,94164005
433,Q511338,relation,935451
435,Q538008,node,4441022748
436,Q514722,relation,935647
437,Q511281,relation,935419
439,Q511394,relation,935505
440,Q509488,relation,935521
442,Q515699,relation,935618
443,Q515250,relation,935575
444,Q514830,relation,935659
445,Q516883,node,521824309
446,Q519193,node,2467522851
447,Q514739,relation,935563
448,Q692011,relation,62326
450,Q594557,node,29689990
451,Q631854,node,29681079
452,Q604292,node,7483218489
453,Q602574,node,26580816
455,Q640485,relation,1395382
457,Q781256,node,367603639
462,Q748823,node,1109380980
465,Q762222,node,1718380699
468,Q774889,node,1964586716
470,Q761227,relation,2783117
472,Q860739,way,24157554
474,Q778248,node,6304166072
475,Q761264,relation,1469679
477,Q749534,way,300752992
478,Q787693,node,258195518
484,Q784539,node,1377623197
485,Q740415,way,131674311
487,Q764166,node,765996589
493,Q869583,relation,5825059
494,Q810670,node,57900280
496,Q847665,node,122713274
500,Q845930,relation,935633
502,Q765760,node,431350782
503,Q729410,node,258940300
504,Q778536,node,1862879951
515,Q849874,node,26502249
520,Q759395,node,442983917
522,Q772339,node,29686799
524,Q783703,node,264611304
527,Q765434,node,122703072
532,Q810260,node,261122950
535,Q820082,node,603339842
536,Q759763,node,276858152
538,Q785119,node,7002657039
543,Q750684,way,75312642
545,Q933497,node,304096659
546,Q964308,node,529548178
549,Q891347,node,252644263
551,Q906846,way,172634423
552,Q924504,node,2406308908
553,Q927096,node,28094074
556,Q939389,node,26458262
561,Q904688,node,2237072048
562,Q942468,node,1953340924
565,Q968430,way,128919735
566,Q930262,node,29916407
567,Q938561,node,2290924153
568,Q962373,relation,9881669
570,Q955410,node,250902256
577,Q919693,node,335661986
580,Q924378,node,29923760
581,Q953769,node,27557890
585,Q879479,node,55102316
586,Q882229,node,2235761948
592,Q935348,node,26502337
599,Q945780,relation,62327
600,Q953092,relation,240859
604,Q948462,relation,935428
605,Q909748,way,311389513
606,Q945857,node,251113223
610,Q930238,node,27405018
611,Q893574,node,1277519032
615,Q877677,relation,5825056
618,Q933760,node,444490476
619,Q948020,node,908989736
620,Q894327,relation,935544
625,Q920206,node,860546227
628,Q927776,node,731598198
629,Q985336,node,366265352
631,Q1017138,node,252649950
635,Q1016368,node,27259646
638,Q1016332,node,32948324
639,Q1014044,node,804891621
640,Q1001939,node,5300615844
641,Q1000633,way,218499241
649,Q1013299,node,1705685721
659,Q1462015,node,3075044444
660,Q1351988,way,303947455
663,Q1448373,node,7473524195
667,Q1270970,node,57429593
672,Q1398087,node,243513236
688,Q1485924,node,28197924
690,Q1471281,node,57320103
691,Q1438951,relation,1021058
692,Q1475894,way,24433739
693,Q1398891,relation,1424588
695,Q1479241,node,2106366493
696,Q1426086,node,2235762134
697,Q1429122,node,27408855
705,Q1016338,node,264609577
706,Q1016358,node,264622911
707,Q973184,node,335675027
714,Q995545,node,57318959
715,Q988403,node,111958987
716,Q977073,node,26502338
717,Q1016852,node,603745134
718,Q995551,node,295304333
720,Q1014028,node,90324795
726,Q995369,node,27699240
727,Q1013305,node,55080093
731,Q985616,node,111915147
733,Q1014033,node,282375786
735,Q1016705,node,155524671
746,Q1016065,node,256335722
747,Q977858,node,2235056059
748,Q988275,node,30577975
750,Q1016365,node,256436195
751,Q1011739,node,250497679
757,Q983889,node,24970666
758,Q1011053,node,2226880864
767,Q1456393,node,39519623
768,Q1317694,node,93863582
771,Q1345439,relation,300938
781,Q1481707,node,1770252341
787,Q1303800,node,29537571
790,Q1270469,relation,1397323
795,Q1473587,node,1366398968
797,Q1285177,node,32309417
799,Q1233774,way,210636989
803,Q1413270,relation,5179991
813,Q1551396,node,400697848
814,Q1515798,way,25019923
817,Q1566469,relation,270588
826,Q1544485,node,32310949
848,Q1580580,node,245778793
858,Q1538271,node,1691294627
859,Q1505447,relation,62328
865,Q1565363,way,234953450
874,Q1550418,node,29816037
879,Q1527235,node,768198467
881,Q1570303,way,32871212
885,Q1530442,relation,971967
887,Q1834222,node,2292380776
903,Q1851431,node,2213189495
916,Q1821422,node,2384600450
919,Q1818209,node,433326497
926,Q1817394,node,2235762024
928,Q1823821,node,4366672993
932,Q1827848,way,151414808
936,Q1852015,node,4137455485
942,Q1839439,node,7483297814
944,Q1820923,node,2973476133
945,Q1832764,node,2235761986
954,Q1821030,node,560060926
966,Q1839844,node,278975076
967,Q1837539,node,367495387
973,Q1833482,node,2381512514
981,Q1864024,node,149339656
985,Q1861966,node,294052826
989,Q1886667,node,308026368
994,Q1861597,node,320526605
995,Q1876467,node,288503292
996,Q1891564,node,290954744
1000,Q1858278,node,6501065787
1005,Q1881373,node,269273859
1010,Q1893244,node,2286976914
1011,Q1870454,node,31116251
1014,Q1868276,node,891529809
1023,Q1878574,node,1579320359
1029,Q1891973,relation,7078156
1037,Q1870454,node,31116251
1039,Q1862493,node,4930678668
1042,Q1886360,node,255906869
1048,Q1877035,node,2290808795
1050,Q1886612,node,337887420
1053,Q1867581,node,328742440
1056,Q1861969,node,2235762089
1061,Q1878587,node,767730534
1065,Q1886476,node,29531595
1066,Q1025490,node,1367930493
1068,Q1158074,node,288731537
1069,Q1021355,node,29922312
1072,Q1026286,node,29282318
1074,Q1025480,node,2235001454
1079,Q1017565,node,30501590
1080,Q1021109,node,29923242
1085,Q1022452,node,57430119
1086,Q1021335,node,29923243
1088,Q1024656,node,29815562
1091,Q1025498,node,1908676990
1094,Q1022428,node,332423024
1095,Q1019572,node,415284154
1099,Q1019930,node,243899099
1100,Q1193840,relation,2743653
1108,Q1019979,node,30433124
1111,Q1109681,node,1242228044
1113,Q1141145,relation,1738744
1114,Q1018421,node,1420425719
1115,Q1018434,node,249100954
1117,Q1019557,node,278975256
1118,Q1021148,node,335700976
1119,Q1076290,node,6654679163
1120,Q1022440,node,514224564
1121,Q1019578,node,367891290
1124,Q1026498,node,29398379
1127,Q1104911,node,313106032
1130,Q1021341,node,765074980
1131,Q1025495,node,149267947
1138,Q1128384,relation,935548
1139,Q1158083,node,258586384
1140,Q1018430,node,3845368597
1143,Q1142593,node,2284413373
1145,Q1019560,node,192273562
1147,Q1018437,node,1990913631
1148,Q1019556,node,55083755
1153,Q1018739,node,122717916
1166,Q1810918,relation,282978
1169,Q1808866,node,373092110
1170,Q1799687,node,1726976770
1172,Q1799731,node,250902422
1173,Q1799947,node,295304842
1175,Q1799694,node,8437185581
1187,Q1800120,node,778127673
1189,Q1799933,node,2560995821
1194,Q1799952,node,2632420827
1199,Q1800137,node,1726236343
1200,Q1813784,node,98005657
1201,Q1794801,node,357378324
1202,Q1800828,relation,390907
1203,Q1796219,node,4095640799
1205,Q1805554,node,29922884
1206,Q1800209,node,260278918
1208,Q1800837,node,2278869653
1216,Q1799751,node,250902503
1220,Q1794805,node,888107313
1222,Q1800824,node,4137347344
1223,Q1800821,node,337532536
1224,Q1799710,node,250600844
1225,Q1807347,node,32456191
1226,Q1813971,node,1081208553
1227,Q1799725,node,535251804
1231,Q1799787,node,783994514
1235,Q1799743,node,313980075
1236,Q1801788,node,313178682
1238,Q1794707,node,1833445516
1240,Q1801852,node,278633615
1253,Q1908313,node,2284446026
1255,Q1923270,node,367326156
1257,Q1917588,node,1678134044
1261,Q1921502,node,2620131960
1262,Q1916777,node,89090099
1269,Q1916789,node,1056600924
1271,Q1901052,node,729245819
1284,Q1912043,node,308055126
1285,Q1914653,node,1149681004
1286,Q1909162,node,293430231
1288,Q1898910,node,269391928
1293,Q1907466,node,1577091948
1302,Q1895807,way,511771072
1314,Q1899985,node,1359707105
1325,Q1969315,way,51140380
1326,Q1970850,node,2235056032
1327,Q1968993,relation,1437738
1333,Q1992686,node,365765012
1334,Q1981372,node,335387826
1335,Q1995016,node,1721148183
1344,Q2008534,node,2283434169
1349,Q2007133,node,885989932
1350,Q2003551,node,281752526
1354,Q1994606,node,337442298
1361,Q2006732,node,2820782249
1364,Q2001699,node,132139334
1365,Q1995123,node,262554934
1369,Q1986998,node,1337043184
1388,Q1987306,node,149057199
1395,Q1985678,node,6235877186
1401,Q1973118,node,269086117
1404,Q1967657,node,1678085782
1405,Q2106573,node,1399601388
1429,Q2096449,node,1396504788
1430,Q2093774,node,1764426591
1433,Q2091049,node,312457125
1435,Q2113998,node,2124722013
1442,Q2092238,node,1225574600
1443,Q2090264,node,1727035756
1449,Q2088202,node,494273625
1451,Q2103622,node,252333618
1464,Q2101530,node,8839295969
1474,Q2005834,node,451810059
1475,Q1986575,node,1948766904
1488,Q1769203,node,1763013092
1489,Q1792739,node,312703144
1491,Q1725770,node,61103335
1493,Q1641992,node,778127615
1494,Q1792760,node,1833445504
1495,Q1763367,node,2226880980
1501,Q1639127,node,249323197
1502,Q1755458,node,2303603392
1503,Q1761052,way,210341734
1505,Q1643539,node,1253589494
1518,Q1639483,node,97913872
1523,Q1788143,node,443083658
1529,Q1673310,relation,1469671
1533,Q1616235,node,335674765
1541,Q1760456,node,29920680
1544,Q1654375,node,685168276
1546,Q1792752,node,1865292077
1547,Q1675868,node,1372234121
1548,Q1625556,node,30096223
1549,Q1615045,node,61157958
1550,Q1754560,node,315973659
1555,Q1780980,node,337541585
1556,Q1760444,node,122732762
1558,Q1639137,node,61164007
1560,Q1754183,relation,1458969
1562,Q1639452,node,29691963
1563,Q1644288,node,122723398
1564,Q1760482,way,616921779
1566,Q1736327,node,122719596
1567,Q1754204,relation,240860
1569,Q2024877,node,321452998
1571,Q2045558,node,2235056035
1577,Q2028816,node,350528896
1578,Q2014647,node,2070576923
1583,Q2033591,node,1927268230
1591,Q2036947,node,2308736059
1609,Q2033534,node,249282342
1610,Q2016973,node,274913481
1611,Q2010218,node,450979916
1615,Q2024866,node,2071152707
1616,Q2023988,node,1867977532
1621,Q2016797,node,476914037
1630,Q2033596,node,417983826
1634,Q2016991,node,335712843
1635,Q2019132,node,2236313281
1636,Q2044065,node,1639801647
1645,Q2035440,node,8100541350
1650,Q2033795,node,256436196
1662,Q2100144,node,124376030
1666,Q2091729,node,846056636
1668,Q2096449,node,1396504788
1685,Q2116227,node,271224194
1686,Q2122411,node,2284413377
1692,Q2124016,node,335712624
1695,Q2117403,node,32320876
1708,Q2137552,node,272234675
1713,Q2119399,node,450909156
1714,Q2134830,node,321447080
1715,Q2120039,node,365764803
1727,Q2131543,node,994579838
1732,Q2129530,node,256440777
1733,Q2126899,node,2290808804
1742,Q2143863,node,523787380
1749,Q2143174,node,2784841617
1751,Q2117583,node,275643122
1764,Q1948147,node,2381509758
1766,Q1951912,node,337617821
1769,Q1954601,relation,3050090
1773,Q2194673,node,132470523
1780,Q2196309,node,410706742
1781,Q2187861,node,252641501
1788,Q2184908,node,454848494
1795,Q2192828,node,1562811829
1796,Q2182282,node,29816047
1797,Q2195018,node,30674249
1801,Q2197637,relation,2736402
1804,Q2188202,node,322089786
1808,Q2185720,node,2290808802
1812,Q2196745,node,7447501508
1827,Q2238302,node,535250549
1834,Q2241779,way,92344275
1836,Q2234884,node,290491813
1840,Q2251168,node,822583998
1842,Q2232816,node,809894046
1847,Q2246450,node,1846016576
1852,Q2242752,way,204268893
1859,Q2235274,way,404492134
1862,Q2235274,way,404492134
1865,Q2245740,node,335659677
1866,Q2249424,node,365763906
1875,Q1957260,node,2303603393
1889,Q1966481,node,311012890
1895,Q1939159,way,415351802
1896,Q1947977,node,31997634
1897,Q1966593,node,3117943898
1926,Q1966215,node,335695457
1932,Q1952590,node,335671165
1946,Q2197561,node,335672695
1954,Q2189662,node,2559609211
1955,Q2187596,node,250888749
1956,Q2186939,node,287986501
1963,Q2197530,node,327265635
1976,Q2238765,node,262898099
1986,Q2232411,relation,10156278
1995,Q2244542,node,441254083
2000,Q2242518,way,119099384
2001,Q2235274,way,404492134
2003,Q2240928,node,845426278
2009,Q2241779,way,92344275
2017,Q2146619,node,335673287
2023,Q2161322,node,2396225602
2037,Q2158804,node,2616249195
2038,Q2145009,node,266865294
2046,Q2150183,node,253487303
2050,Q2144643,node,337893190
2062,Q2161782,node,2291156737
2082,Q2168753,node,2306715036
2100,Q2084056,node,1727035762
2103,Q2065495,node,29537572
2109,Q2060244,node,3056848118
2113,Q2061787,node,1714750370
2114,Q2054865,node,26349501
2115,Q2055764,node,2020718818
2119,Q2080701,node,2232345920
2120,Q2067385,node,2303603389
2123,Q2067120,node,260287599
2129,Q2062405,node,305107090
2133,Q2051864,node,335390355
2135,Q2077385,node,902322200
2140,Q2051972,node,417779707
2153,Q2055531,node,291185257
2157,Q2073645,node,1726655534
2171,Q2049900,node,1929539698
2178,Q2297779,node,2291158432
2179,Q2293295,node,510990843
2180,Q2288329,node,273468696
2186,Q2310574,node,486516871
2189,Q2287237,node,449711212
2190,Q2312819,node,7474809124
2191,Q2296795,node,301655461
2193,Q2299647,node,361744234
2196,Q2310207,node,1094093799
2197,Q2287103,node,1157577396
2198,Q2291661,node,270190033
2199,Q2295239,node,2384523605
2212,Q2288817,node,294127228
2220,Q2295866,node,2226880706
2222,Q2295654,node,365766082
2225,Q2311748,node,5419007464
2226,Q2294014,node,2284429330
2231,Q2295696,node,30903121
2244,Q2298881,node,1053909031
2246,Q2306663,node,266884721
2248,Q2291587,node,2978204775
2249,Q2292395,node,367327630
2252,Q2289063,node,3298336041
2254,Q2287195,node,443636993
2273,Q2283600,node,746261528
2277,Q2283742,node,337905478
2287,Q2279749,node,335671777
2293,Q2283709,node,278977562
2297,Q2258739,node,2236207113
2309,Q2263677,node,319792923
2311,Q2268783,node,337901739
2313,Q2274817,node,245779438
2314,Q2264331,node,893057466
2315,Q2267958,node,2355022562
2317,Q2280797,node,2377014924
2321,Q2268799,node,367306715
2325,Q2262794,node,2226881086
2333,Q2270716,node,2290924156
2341,Q2270962,node,252332534
2345,Q2277223,node,453230332
2346,Q2271685,node,247876084
2350,Q2204317,node,7474898711
2368,Q2209102,node,2236207166
2374,Q2215986,node,2002017446
2387,Q2199221,node,130174672
2389,Q2197852,node,331169584
2400,Q2218627,node,502895337
2403,Q2199524,node,278928275
2405,Q2215014,node,2143314291
2413,Q2211499,node,809928226
2416,Q2198729,node,250792604
2420,Q2219647,node,493679793
2429,Q2227832,node,2286933881
2430,Q2204214,node,2383616102
2432,Q2204858,node,278975075
2439,Q2325460,node,390514311
2442,Q2336555,node,322478183
2444,Q2324256,node,281770571
2451,Q2337787,node,461369198
2453,Q2337472,node,300726559
2456,Q2322019,node,2290924151
2459,Q2324330,node,773638967
2460,Q2343583,node,27037780
2469,Q2330047,node,28110145
2476,Q2328724,node,250892389
2481,Q2333236,node,359813797
2488,Q2334927,node,1931322239
2495,Q2322515,node,512554606
2496,Q2326872,node,311349605
2500,Q2324498,node,35342982
2506,Q2320286,node,2226061037
2509,Q2323110,node,413288951
2510,Q2344566,node,2310021394
2516,Q2335136,node,26581753
2522,Q2356737,node,474835477
2525,Q2348474,node,29816059
2533,Q2371512,node,3258129776
2539,Q2376371,node,264620173
2540,Q2377746,node,253479316
2550,Q2373979,relation,2742992
2551,Q2369220,node,249323198
2555,Q2360317,node,288091331
2574,Q2348307,node,2558700086
2578,Q2359724,node,274914341
2583,Q2373192,node,510990838
2584,Q2372733,node,663167611
2587,Q2349356,node,245778489
2588,Q2366840,node,7483215519
2589,Q2353949,relation,10250730
2594,Q2360433,node,281394049
2596,Q2367619,node,283248621
2602,Q2361108,way,244787478
2609,Q2391850,node,41364199
2626,Q2387607,node,247954257
2638,Q2409673,node,2636816112
2642,Q2378631,node,2285135326
2644,Q2392188,node,282842703
2645,Q2378068,node,4137393435
2649,Q2407700,node,264610953
2656,Q2408749,node,443083662
2658,Q2399564,node,447938473
2661,Q2393690,node,283229732
2673,Q2393606,node,89690565
2674,Q2398916,node,29816328
2689,Q2389558,node,497524161
2694,Q2430301,node,143790406
2696,Q2420672,node,248564053
2697,Q2416058,node,380897291
2698,Q2426648,node,75612378
2706,Q2419923,node,335354595
2716,Q2419274,node,321454925
2717,Q2424753,node,3737281225
2718,Q2429843,node,335674083
2721,Q2425415,node,464330093
2730,Q2438736,node,6511522255
2735,Q2431323,node,2103381799
2737,Q2438204,node,847188404
2739,Q2439435,node,130193998
2740,Q2423688,node,438043735
2747,Q2446511,node,349063117
2749,Q2430504,node,7474915256
2755,Q2438201,node,270233275
2765,Q2418177,node,1191592140
2766,Q2435554,node,503596260
2767,Q2413829,node,2235762186
2783,Q2466808,node,1735243565
2784,Q2457823,node,1089353668
2795,Q2453721,node,6080306671
2809,Q2469555,node,2303683053
2812,Q2458955,node,2226880679
2815,Q2469469,node,130175464
2834,Q2451282,way,595835662
2837,Q2448430,node,7004447149
2842,Q2471849,node,266035490
2845,Q2452083,node,335668912
2848,Q2450835,node,367883546
2849,Q2456824,node,248460761
2856,Q2474628,node,2009050898
2866,Q2513859,node,663041755
2874,Q2496253,node,367244415
2879,Q2489017,node,335695587
2883,Q2488369,node,267432639
2899,Q2509848,node,30086835
2903,Q2503020,node,2284348426
2910,Q2503877,node,365763862
2917,Q2481439,node,478508673
2920,Q2483762,node,25597314
2922,Q2494748,node,2236207101
2924,Q2485434,node,10523510
2928,Q2490875,node,2124722002
2944,Q2491686,node,768924941
2946,Q2496332,node,2649610321
2951,Q3354166,node,335663873
2953,Q3352747,node,3256804513
2954,Q3353269,node,299211408
2963,Q3353822,node,521078678
2974,Q3354523,node,313622050
2975,Q3353644,node,244428534
2979,Q3352884,node,1080719418
2982,Q3353283,node,262539709
2988,Q3354175,node,2236207004
2992,Q3354195,node,1314903468
2996,Q3353573,node,1826769531
2999,Q3354202,node,305773502
3001,Q3352775,node,301133483
3002,Q3352725,node,281770481
3003,Q3352767,node,335712320
3009,Q3354188,node,367255242
3010,Q3353624,node,449350528
3011,Q3352807,node,335673543
3017,Q3359812,node,3162532806
3023,Q4891415,node,3930442157
3026,Q4575435,relation,1517103
3031,Q4782359,way,37892937
3041,Q4385688,node,314525863
3051,Q4454581,relation,3185298
3065,Q4884724,node,337914955
3070,Q3354235,node,320907610
3071,Q3353912,node,470064274
3075,Q3352444,node,367608871
3081,Q3352821,node,29531039
3085,Q3307574,node,983478466
3090,Q3340730,node,502866224
3093,Q3284087,node,28966450
3097,Q3290262,node,335659971
3100,Q3283919,node,2383506140
3103,Q3283994,node,1692480838
3105,Q3290993,node,1080712858
3106,Q3283799,way,350661614
3107,Q3352400,node,278019079
3111,Q3286606,node,367387268
3115,Q3258365,node,269087310
3118,Q3283968,node,3342255091
3120,Q3284045,node,982842358
3123,Q3241562,node,380897308
3124,Q3288034,node,1701758666
3126,Q3274133,node,369699595
3136,Q3298065,node,34958145
3137,Q3327958,node,169262158
3143,Q3301385,node,534935021
3147,Q3283288,node,2279072694
3148,Q3283702,node,320201162
3149,Q3274078,node,365765764
3150,Q3309808,node,1329626164
3156,Q3283943,node,435829812
3162,Q3262098,node,108669584
3164,Q3283851,node,266888263
3169,Q3565367,relation,390906
3171,Q3543034,node,257377343
3179,Q3473978,node,2381456581
3182,Q3492923,node,7004398245
3183,Q3473190,node,2377112396
3197,Q3563948,node,1850035981
3201,Q3423682,node,1492339092
3209,Q3503923,node,302604452
3213,Q3473140,node,908699240
3214,Q3542333,node,361453162
3215,Q3470247,node,588526086
3221,Q3538518,node,2290924155
3226,Q3458891,node,504543188
3233,Q3473321,node,4370972536
3236,Q3474026,node,446087118
3240,Q3472268,node,396138977
3242,Q2522912,node,322090162
3251,Q2527382,node,260295437
3260,Q2554337,node,1855024982
3265,Q2539876,node,337897900
3275,Q2523160,node,267113299
3278,Q2534012,relation,2779196
3284,Q2550788,node,258402803
3295,Q2553069,node,387093507
3315,Q2544419,node,256119632
3316,Q2529152,node,568795320
3342,Q4488861,node,2377014908
3349,Q4839611,node,313181301
3354,Q4886832,node,1412643268
3362,Q4841451,relation,1515979
3366,Q4381529,node,7274601779
3372,Q3903603,node,1678093027
3379,Q4350383,node,1727035736
3382,Q4348708,node,33545243
3383,Q4031840,node,477362978
3387,Q4349594,node,278977561
3388,Q4352852,node,1727038676
3389,Q3589137,node,1843086166
3395,Q3593731,node,2290924160
3398,Q3737488,node,749472210
3401,Q3581969,node,2303603390
3416,Q4022861,node,387094386
3417,Q3593689,node,2377325897
3418,Q3591927,node,2316909473
3425,Q4241867,way,290013369
3434,Q3593896,node,73912604
3438,Q3844977,node,2579103070
3451,Q3588743,node,28797960
3454,Q7845407,way,321190819
3459,Q7826719,relation,1516990
3468,Q5963236,relation,1516989
3469,Q6554440,way,30656203
3470,Q6710905,relation,1520592
3474,Q7053219,relation,2473138
3483,Q6453567,node,4441022747
3484,Q6320860,relation,1517296
3487,Q7290293,node,3930442160
3490,Q6981252,node,2236207056
3495,Q6353662,relation,1517107
3505,Q5818807,node,1751228753
3512,Q6319900,node,315665360
3527,Q7070759,way,514895781
3528,Q6484300,relation,1517114
3529,Q5701256,node,3930442159
3540,Q2579900,node,8928907654
3541,Q2572542,node,845945773
3549,Q2580616,node,153457856
3567,Q2600192,node,765074744
3572,Q7879210,node,90384164
3575,Q7370047,node,7012705957
3579,Q7928096,node,3930442161
