,wikidata,type,osmid
526,Q5642625,way,89685410
529,Q5638500,node,1450164530
533,Q7049917,way,221699352
540,Q6441973,relation,16034277
544,Q6810482,way,49209028
548,Q5883183,node,5338153261
550,Q6704086,way,39440936
551,Q6421603,way,40658505
553,Q5398131,node,632973335
554,Q6979958,way,165754564
556,Q5626459,node,4458985862
557,Q6543711,node,1042034101
559,Q5625920,way,109440924
561,Q5625920,way,109440924
562,Q6467965,way,976686681
563,Q5318459,node,2146027011
564,Q5350541,relation,3794895
570,Q7386069,way,321892586
572,Q7114098,way,267413309
573,Q7800937,relation,9789576
576,Q7944414,node,10381569083
577,Q7573747,way,498061513
578,Q8765693,way,219950736
581,Q9257892,node,33560427
583,Q7627991,way,538569209
585,Q7533630,way,387218150
586,Q7968278,way,352895134
587,Q8079100,node,252498388
589,Q7536572,way,95148753
594,Q9374738,way,158287088
595,Q10340090,way,89003469
596,Q7737392,way,79890598
597,Q7899168,way,32119015
598,Q7617728,way,243908015
600,Q8079003,node,8137601572
605,Q7619893,way,776620826
608,Q7517722,way,50489165
609,Q7639874,way,397467727
611,Q7626050,way,91462218
613,Q7406216,way,140174331
614,Q7825101,way,114254803
616,Q7919191,way,253161778
619,Q8079075,way,159481584
622,Q9656601,way,28360736
624,Q7546690,way,240343993
625,Q7581760,way,148742974
627,Q7626041,way,313091097
629,Q7696397,way,189610375
631,Q7796740,way,228647168
633,Q7620505,node,60142114
634,Q9359937,way,712515956
637,Q7105831,way,301607473
641,Q8079043,node,1033404767
644,Q9367535,way,935756840
648,Q7607586,node,3158586539
649,Q9177683,node,33549295
650,Q8062545,node,722059943
651,Q7522074,node,998037538
654,Q7386685,way,49187227
658,Q7899168,way,32119015
659,Q7263842,way,236383365
663,Q10403926,way,91921249
665,Q10412986,relation,9365439
669,Q10411497,way,1097790143
680,Q10406789,way,301102711
684,Q10412409,node,3168257161
687,Q10406470,way,314185998
701,Q10418871,way,158304428
711,Q10413848,node,1157911245
713,Q10418975,way,443777366
716,Q10426679,relation,14622929
726,Q10417998,way,83732856
729,Q10417111,node,3569141593
730,Q10418979,way,275857531
733,Q10413461,way,83739521
743,Q10437857,way,89611697
760,Q10436894,way,685444412
773,Q10433395,way,59575116
777,Q10434048,node,3163365050
781,Q10435869,way,1154388730
787,Q10436057,node,148501336
789,Q10432121,node,3157150231
798,Q10413016,way,213160462
800,Q10408181,relation,2581229
802,Q10405299,node,447805557
808,Q10412991,way,373753916
811,Q10405293,way,206662524
816,Q10412981,way,526833569
817,Q10412982,way,361261808
822,Q10413009,way,15807673
823,Q10412983,relation,15256939
842,Q10408197,way,118552282
843,Q10413013,way,199158342
854,Q10423525,way,121994913
858,Q10417104,way,224330596
860,Q10418979,way,275857531
865,Q10417343,way,43553052
866,Q10419911,node,3158586523
867,Q10413026,way,479819118
872,Q10423527,node,872816765
874,Q10419899,node,3158586522
883,Q10425725,way,28654785
885,Q10424146,way,312515666
888,Q10417353,way,48120514
889,Q10424146,way,312515666
892,Q10427882,way,29880617
897,Q10431750,way,226093948
905,Q10430117,way,157687053
907,Q10428579,way,218413032
913,Q10429643,node,1493710000
917,Q10430581,node,5325674380
920,Q10430750,way,87653181
923,Q10430476,way,144465530
924,Q10428713,way,268263985
927,Q10429613,way,272383841
957,Q10430577,way,156194562
967,Q10428619,way,36146934
968,Q10429934,way,79487628
998,Q10532609,way,256476393
1007,Q10540707,node,3317224789
1016,Q10532336,way,84872311
1023,Q10541864,way,399101469
1035,Q10541271,way,310879056
1036,Q10540785,way,385298688
1038,Q10542226,way,57941135
1040,Q10542515,node,1775890108
1049,Q10476963,way,158449646
1053,Q10478975,node,2271541785
1070,Q10479832,way,123619430
1072,Q10480521,way,220037706
1074,Q10473022,node,3161957252
1076,Q10475814,way,148135314
1077,Q10478535,node,4746667337
1078,Q10470403,relation,1513386
1081,Q10475811,way,92413830
1084,Q10477574,way,89202723
1089,Q10473012,way,145901209
1098,Q10467927,node,2992212852
1113,Q10474976,way,372511264
1115,Q10478963,way,681243145
1116,Q10477851,way,685099252
1119,Q10479824,way,448684638
1126,Q10478734,way,116449242
1145,Q10438407,node,3578312135
1146,Q10444704,way,35064176
1151,Q10443521,way,134622369
1163,Q10439702,node,2904723908
1168,Q10454585,way,86326286
1171,Q10438216,node,1042034093
1174,Q10443520,way,51451685
1176,Q10438632,node,9951358038
1185,Q10438171,way,205360315
1186,Q10466183,way,41199530
1191,Q10437994,way,30109079
1197,Q10466272,node,1282600813
1207,Q10466086,node,1693086293
1228,Q10497382,way,587834475
1237,Q10497108,relation,10459879
1238,Q10499742,node,281040945
1242,Q10498762,way,117376758
1247,Q10519101,node,3168257165
1257,Q10522684,node,3568542993
1260,Q10516453,way,761270541
1266,Q10516497,way,325006051
1268,Q10517372,way,28414267
1270,Q10524139,way,127777923
1273,Q10518054,way,675699795
1275,Q10524725,way,564453966
1276,Q10519176,way,919690148
1283,Q10519176,way,919690148
1284,Q10516901,way,80141437
1286,Q10516871,node,705125071
1323,Q10526552,relation,1229863
1326,Q10527011,node,1348093743
1333,Q10531311,node,3568590693
1341,Q10531819,node,1042034085
1355,Q10512463,node,3444840621
1376,Q10510895,node,3168442679
1403,Q10512272,node,1651727590
1418,Q10524436,way,84947246
1420,Q10518493,node,1042034086
1438,Q10525268,way,361576735
1439,Q10516453,way,761270541
1444,Q10518493,node,1042034086
1462,Q10526552,relation,1229863
1467,Q10527029,relation,15521402
1468,Q10525525,node,4186906314
1479,Q10532054,way,231216153
1499,Q10531917,relation,10403262
1504,Q10540788,node,3158586531
1509,Q10538910,way,97327208
1510,Q10532563,node,6540349821
1515,Q10533629,way,154029218
1520,Q10541641,way,40664131
1538,Q10534723,way,424484007
1543,Q10535612,way,175991716
1545,Q10498763,way,168431599
1546,Q10497383,way,205411611
1547,Q10499741,way,80243972
1558,Q10499816,node,21619371
1560,Q10500617,node,2121514471
1562,Q10500698,node,1042034195
1570,Q10497392,way,120412716
1571,Q10497033,way,436726949
1575,Q10499786,node,2822322171
1587,Q10497385,way,97571601
1600,Q10498237,way,82224855
1607,Q10498229,way,59178486
1609,Q10498115,way,386233604
1618,Q10481949,way,144391282
1640,Q10495778,node,3786516975
1642,Q10488329,node,1563378940
1668,Q10546761,node,8442270465
1669,Q10543938,way,75896103
1683,Q10545523,node,6590994367
1687,Q10544246,way,204334644
1691,Q10543917,way,235154171
1696,Q10543933,way,101456563
1697,Q10543937,way,75360972
1703,Q10542835,node,265687518
1709,Q10545523,node,6590994367
1711,Q10546669,node,1042034087
1712,Q10546090,node,821193392
1726,Q10543271,way,88221951
1734,Q10543817,relation,7896929
1737,Q10546561,node,1531169657
1742,Q10550502,way,231814581
1757,Q10590303,way,381834590
1759,Q10602765,way,91269635
1762,Q10593790,way,288748569
1765,Q10601759,node,3157150236
1774,Q10594854,node,891110606
1778,Q10602959,way,222335372
1789,Q10590635,way,32201160
1801,Q10594637,node,10750301907
1802,Q10603819,way,33138747
1808,Q10602015,way,71864985
1822,Q10649089,node,3168442682
1824,Q10647922,way,559502401
1825,Q10624450,node,7541645333
1827,Q10650575,way,47068968
1831,Q10614446,way,56434365
1838,Q10621393,node,3158586538
1851,Q10550959,relation,93397
1859,Q10551051,way,934248238
1861,Q10552041,way,39439589
1863,Q10552016,node,3168257166
1865,Q10553525,way,64834844
1866,Q10553272,way,714941906
1867,Q10552050,way,88306951
1875,Q10551964,node,3168442681
1877,Q10561396,way,308547366
1879,Q10553882,way,158620075
1885,Q10552076,way,204611766
1888,Q10552045,node,4065970298
1889,Q10553221,way,95179517
1890,Q10552169,way,537960627
1894,Q10551587,way,202612777
1910,Q10552049,way,203410951
1913,Q10556641,node,151017963
1927,Q10555322,node,21491109
1931,Q10561379,way,380380074
1940,Q10563202,way,48171208
1943,Q10562863,way,349364697
1944,Q10562862,way,111801924
1956,Q10648582,way,469462932
1960,Q10651074,way,646446163
1961,Q10615413,node,417994879
1971,Q10615322,way,69996698
1973,Q10613690,node,7541645336
1979,Q10621387,way,150412730
1986,Q10621240,node,10004853764
1989,Q10624537,way,369144810
1991,Q10638849,way,125695534
1995,Q10649086,way,122794291
1997,Q10620437,way,370675584
1999,Q10640169,way,305685968
2005,Q10621900,way,273499269
2006,Q10624451,way,146178505
2010,Q10658407,node,2867351466
2012,Q10651202,way,680764890
2018,Q10656781,node,2401503765
2031,Q10658219,way,94811818
2035,Q10656386,way,144176991
2042,Q10656755,way,179264214
2047,Q10487726,way,27018036
2053,Q10484117,way,294760845
2064,Q10489119,relation,7046761
2077,Q10488493,node,3568605993
2081,Q10493340,node,448581532
2087,Q10481559,way,35220167
2089,Q10492943,way,79606002
2091,Q10496892,node,525185170
2098,Q10496191,way,53066464
2111,Q10493577,node,21620756
2116,Q10508804,way,85736036
2127,Q10508023,way,493403013
2139,Q10502511,node,3157150233
2168,Q10549905,relation,10099452
2169,Q10547640,way,30655458
2172,Q10547649,way,30655678
2177,Q10549437,way,60476160
2179,Q10550663,way,871861355
2182,Q10548507,node,10308742789
2185,Q10549238,way,46858822
2188,Q10550104,way,455828326
2197,Q10548540,way,521495145
2203,Q10547748,way,88750420
2222,Q10550266,node,3168257162
2232,Q10547478,way,680227904
2233,Q10549590,node,888503932
2236,Q10552169,way,537960627
2244,Q10553944,node,2364253221
2249,Q10657328,way,372042736
2255,Q10657472,way,1036504120
2262,Q10657834,way,38377621
2277,Q10655516,way,169644537
2278,Q10656534,way,1021700859
2289,Q10657006,way,105254412
2290,Q10657736,way,410055260
2292,Q10656779,way,571094258
2294,Q10657110,node,3087237856
2297,Q10658359,node,245942639
2307,Q10659103,node,1042034105
2312,Q10660796,way,28901326
2321,Q10659403,node,1705192170
2335,Q10660856,node,6943486184
2342,Q10660877,node,2742157250
2344,Q10658969,node,5335432669
2346,Q10568340,way,39352739
2347,Q10571908,way,74052357
2348,Q10572685,node,1424245093
2352,Q10562605,node,3168257167
2361,Q10568381,way,430610876
2364,Q10562805,way,138533462
2373,Q10568314,node,1042034122
2377,Q10571809,node,2905794937
2382,Q10562561,node,4982669548
2383,Q10568322,relation,6269232
2386,Q10562557,node,2024047857
2409,Q10571977,node,524486415
2425,Q10562555,way,219427179
2432,Q10579080,relation,3568091
2438,Q10581865,way,255846696
2439,Q10579258,way,227091289
2441,Q10586649,way,550299956
2444,Q10575224,way,45569676
2446,Q10504919,way,55752613
2453,Q10501003,way,303726317
2458,Q10504053,node,138056801
2468,Q10502406,way,7993290
2482,Q10502837,node,259491028
2483,Q10502489,way,97230533
2489,Q10509714,way,28604431
2493,Q10505314,relation,255102
2503,Q10509210,way,87819711
2508,Q10502306,way,292966743
2509,Q10504927,way,159585300
2513,Q10513047,way,97270539
2523,Q10512827,way,41185586
2527,Q10512723,way,391803660
2535,Q10512450,way,141054585
2536,Q10512823,way,88407742
2544,Q10512449,relation,7328560
2556,Q10659521,way,51707239
2563,Q10660797,way,34931537
2573,Q10660132,way,72055053
2584,Q10658636,node,1042034090
2594,Q10661483,way,29852843
2608,Q10697343,way,120303301
2617,Q10689129,node,148501537
2619,Q10700154,way,262921842
2627,Q10688815,way,231102542
2631,Q10697797,node,1042034115
2633,Q10699064,relation,12625470
2649,Q10688799,node,7776408810
2666,Q10700371,way,218247543
2670,Q10690614,node,3211647068
2679,Q10689070,node,8137615577
2680,Q10700206,way,26788907
2684,Q10683915,way,375721043
2687,Q10683844,node,10308747444
2688,Q10688529,node,861721374
2693,Q10684637,way,339528522
2717,Q10667566,way,89219329
2723,Q10667142,way,62164415
2741,Q10667212,way,348735683
2746,Q10669479,way,191295965
2769,Q10662317,node,772047184
2777,Q10667707,way,67567193
2779,Q10662239,way,227658038
2782,Q10663150,way,121494306
2791,Q10667547,way,361356068
2793,Q10669748,way,28500563
2795,Q10667982,way,137905628
2799,Q10670750,node,207613696
2810,Q18331483,node,8070194493
2812,Q18334685,way,157687050
2826,Q18333959,way,369156098
2834,Q18292226,way,531378530
2840,Q18335237,way,642321044
2855,Q18292053,way,92178519
2856,Q18332357,way,41269418
2869,Q19509749,way,88657329
2873,Q19711129,node,116071791
2874,Q18887959,way,308011003
2881,Q18887954,way,902627830
2882,Q19564170,way,300569144
2884,Q19161559,way,240956590
2901,Q10572801,node,3157150235
2902,Q10581208,way,739049765
2905,Q10573295,node,3359705494
2907,Q10589144,way,126271595
2908,Q10577158,node,307459031
2912,Q10587493,node,1042034088
2919,Q10581243,way,293278976
2923,Q10587117,way,101821260
2932,Q10572832,way,123309269
2934,Q10576141,node,3414497893
2935,Q10577217,node,503722119
2936,Q10587573,node,10969822046
2942,Q10589124,relation,10719436
2944,Q10587161,way,591084148
2953,Q10576456,way,198566076
3001,Q10676868,way,145151491
3002,Q10670858,way,32244289
3003,Q10671433,way,52243640
3009,Q10670212,node,21620113
3017,Q10674480,way,49099873
3029,Q10672949,way,146988151
3033,Q10670837,way,414511647
3034,Q10677170,way,87900299
3045,Q10671903,relation,199023
3046,Q10671304,way,89660669
3048,Q10671313,way,232752096
3058,Q10671300,way,246800795
3076,Q10671305,node,209168210
3077,Q10671305,node,209168210
3079,Q10671940,way,48629940
3081,Q10671648,way,99363139
3085,Q10674618,way,1091108912
3086,Q10670422,way,240363433
3098,Q10678513,way,307555163
3100,Q10681033,way,356724914
3103,Q20448454,node,1042034286
3104,Q19832657,node,9953057633
3107,Q20457511,node,1042034124
3109,Q19842751,way,88657307
3113,Q19841671,way,88300239
3115,Q19848813,way,64951661
3119,Q19848836,way,89540661
3120,Q19984656,node,387077992
3122,Q20379713,node,1851751310
3123,Q19979168,node,3157230665
3127,Q20456134,node,1042034113
3133,Q20451749,node,1042034261
3134,Q20454952,node,1042034223
3136,Q19979090,way,337929614
3140,Q20164922,way,89388438
3146,Q20455780,node,1042034181
3147,Q19841663,way,88300230
3150,Q19978856,way,147638126
3152,Q19800871,node,10948526767
3153,Q19841662,way,88300238
3162,Q20462510,node,1042034168
3168,Q20457556,node,5119981462
3182,Q20638551,way,87775984
3192,Q20644234,relation,1323115
3205,Q10687975,way,422168558
3206,Q10684552,way,220102577
3210,Q10684623,node,1970746104
3211,Q10686332,way,301974388
3220,Q10688542,node,1042034144
3230,Q10688236,way,123973007
3232,Q10688542,node,1042034144
3233,Q10688507,way,437737563
3234,Q10688099,way,596619933
3239,Q10683915,way,375721043
3249,Q10683858,node,3170460513
3251,Q10688542,node,1042034144
3252,Q10688273,node,3166472474
3254,Q10688547,way,43313553
3264,Q10684613,relation,9552812
3265,Q10688529,node,861721374
3268,Q10684634,node,207599981
3269,Q10684771,way,60275329
3279,Q10711148,way,5490827
3287,Q10706152,way,120303284
3289,Q10700664,way,289888943
3292,Q10710203,node,1042034112
3301,Q10681171,way,184547069
3307,Q10681442,way,171010429
3308,Q10682089,node,3670449137
3315,Q10682218,way,85144769
3324,Q10682106,way,144650838
3325,Q10681442,way,171010429
3329,Q10678513,way,307555163
3354,Q10682307,way,41820822
3359,Q10680383,way,1025338379
3363,Q10682104,node,7787940362
3368,Q10679268,node,863636185
3389,Q10700024,way,28721782
3393,Q10692063,way,50139701
3395,Q10688803,node,7776408812
3397,Q10700435,way,32623343
3400,Q10699221,way,126131327
3453,Q20464617,way,174123587
3464,Q19784841,way,1111524902
3473,Q19711406,node,97180779
3498,Q18649272,way,334995274
3513,Q18691286,node,135950976
3530,Q19832697,node,2169368476
3532,Q19953704,node,6176254843
3534,Q19984537,node,387004235
3538,Q20453272,node,1042034095
3539,Q19978569,relation,1148324
3540,Q19977818,way,100875059
3543,Q19979063,node,20937815
3549,Q19899755,relation,8466886
3553,Q19978577,way,148178443
3578,Q10605377,node,1829649819
3580,Q10613021,node,308408658
3586,Q10612975,node,1161913526
3589,Q10611588,node,649897611
3596,Q10604752,way,170932631
3603,Q10604727,way,46875591
3618,Q10613431,way,294136327
3622,Q10613416,way,95332402
3632,Q10613161,way,30079893
3636,Q10605533,node,844104410
3638,Q10609393,way,93611669
3641,Q10602821,way,285809156
3645,Q10603008,node,3158586536
3650,Q10602788,node,57636856
3659,Q10595714,node,9340380842
3666,Q10709201,way,467942865
3669,Q10706259,way,126763186
3671,Q10709194,way,120303298
3672,Q10709003,way,124548978
3673,Q10710203,node,1042034112
3681,Q10704924,way,636361134
3689,Q10706146,way,162900176
3699,Q10711620,way,712378844
3701,Q10707929,way,334029938
3702,Q10709149,way,123519006
3703,Q10710203,node,1042034112
3705,Q10710263,node,9843428565
3708,Q10709747,way,87824485
3714,Q10708420,way,88512910
3718,Q10709729,way,25063663
3723,Q10708729,way,396912313
3728,Q10708757,way,25134486
3730,Q10706956,way,217510612
3732,Q10704897,way,186132373
3733,Q18292226,way,531378530
3767,Q10712809,relation,14411514
3773,Q10715475,way,98429331
3775,Q10711975,way,167698830
3778,Q10715264,way,99053271
3781,Q10712010,way,41198812
3782,Q10714735,way,251265188
3784,Q10715335,way,88491311
3786,Q10715433,way,154343837
3800,Q10713935,way,1142028535
3810,Q10713335,way,192108188
3819,Q10712812,way,297654491
3822,Q10712468,way,533222270
3824,Q10713324,way,868470893
3826,Q10713257,way,47217938
3840,Q10714986,way,506304642
3842,Q10715473,way,127569737
3849,Q10712012,way,53098739
3867,Q24174772,node,872119617
3868,Q24189050,node,120358057
3873,Q23978271,way,397708139
3883,Q26256671,node,9951375099
3887,Q24188454,node,872119572
3889,Q24189052,node,853598869
3891,Q26256594,way,106466720
3894,Q24188452,node,872119583
3902,Q24258355,node,248486326
3909,Q25063953,node,4311244493
3913,Q26253173,way,310207159
3914,Q24204072,node,2394697703
3929,Q24189051,node,261607163
3935,Q24091737,node,29624547
3936,Q25388129,node,9896763634
3939,Q24188451,node,872119566
3940,Q23009335,way,335200795
3945,Q26253059,way,265768407
3953,Q23090317,way,50014699
3964,Q29398252,node,863929112
3978,Q29406130,node,888542732
3979,Q29396233,node,863929105
3987,Q29401396,node,888542634
4016,Q29381172,node,2440379796
4043,Q29399440,node,686356391
4059,Q29392779,node,2406778007
4062,Q12691795,node,1042034096
4067,Q12700144,node,1042034137
4070,Q11969226,node,3158244402
4071,Q12323579,node,3168368408
4072,Q12693045,way,157670492
4075,Q11982203,node,255869937
4076,Q12011767,node,470950450
4077,Q11979621,node,94290951
4078,Q12695057,node,1042034134
4081,Q12692019,node,1042034159
4083,Q11987221,node,436584942
4084,Q11961827,node,75864303
4085,Q12011536,node,8492204783
4087,Q11987228,node,2061574442
4088,Q12695230,node,1042034243
4090,Q11959252,node,304891750
4091,Q12693535,way,60778747
4093,Q11957628,node,7781275779
4094,Q13668282,node,1224682944
4095,Q12011420,way,68748562
4096,Q11979660,node,57900607
4097,Q11973759,way,169875784
4098,Q12695499,way,33476586
4099,Q11894506,node,120404873
4100,Q11987228,node,2061574442
4102,Q11863670,node,97196863
4104,Q12321415,node,8071101289
4107,Q11882199,node,116171918
4108,Q12691720,node,1042034303
4110,Q12700153,node,1042019571
4111,Q11861113,node,1798579162
4113,Q12011522,way,447958132
4115,Q11883439,node,78697192
4117,Q12692798,node,1042034208
4119,Q12692526,node,5119915035
4121,Q12008410,node,255869934
4122,Q12693017,way,278532206
4123,Q12344258,node,7781275781
4126,Q12692996,node,1042034099
4127,Q11980430,node,381097089
4128,Q11868321,node,4067854164
4131,Q12317725,way,101356729
4133,Q11868333,node,103053268
4136,Q12330479,node,3167560946
4137,Q11868996,node,8930884279
4138,Q12693985,way,376313041
4140,Q11966216,node,94232691
4141,Q12009860,node,846358613
4142,Q12309336,node,2770632465
4143,Q12700166,node,1042034089
4145,Q12700144,node,1042034137
4147,Q14515914,way,278060527
4148,Q14515914,way,278060527
4149,Q11992879,node,309480751
4150,Q11898213,node,248124912
4151,Q12691495,way,140656774
4281,Q30312943,way,89559330
4289,Q30623855,node,7782239630
4300,Q30313436,node,7781374073
4310,Q15411614,node,294549037
4312,Q15303008,node,10057977444
4313,Q15411395,node,31464800
4320,Q15527420,node,251364296
4323,Q15624112,node,318412946
4325,Q15527279,node,1095159613
4326,Q15411140,node,31463094
4327,Q15410552,node,35975618
4329,Q15526929,node,846210750
4330,Q15408506,node,35975578
4331,Q15455317,node,36998371
4332,Q15427185,node,36995879
4334,Q15527113,node,1600665497
4335,Q15411422,node,302897305
4337,Q15407559,node,158680456
4338,Q15527376,node,373486122
4339,Q15411366,node,247688145
4340,Q15411123,node,31463083
4342,Q15505471,node,38464751
4345,Q15882312,node,25745959
4349,Q15882309,node,32921863
4350,Q15474880,node,245415816
4353,Q15506264,node,10080558907
4354,Q15882319,node,872119613
4355,Q15411167,node,266791890
4356,Q15613450,node,318398760
4357,Q15456564,node,37014187
4358,Q15882322,node,872119493
4360,Q15501903,node,482602417
4361,Q15529632,node,2249281211
4459,Q22833348,way,121818728
4469,Q26256860,node,60121108
4473,Q26256844,node,4185975992
4489,Q28041341,node,60127368
4499,Q26256840,way,1083463520
4517,Q26256862,node,7781230273
4520,Q26256972,way,547221424
4521,Q26256784,way,116703045
4524,Q26256908,way,126271614
4532,Q26256882,way,247405953
4541,Q26256943,way,290431629
4662,Q15710753,way,75058149
